Problem,Method,Benchmark,Instance,n,m,LB,UB,Gap,ActualTime,BKS,RPD
Tardinessflowshop,CPLEX_CP,Eva,375,50,50,73523,125712,0.415147321,3600.357,116564,7.27695049
Tardinessflowshop,CPLEX_CP,Eva,376,150,10,4325,217039,0.980072706,3600.263,189821,12.5406033
Tardinessflowshop,CPLEX_CP,Eva,377,150,10,4128,223439,0.981525159,3600.256,195803,12.36847641
Tardinessflowshop,CPLEX_CP,Eva,378,150,10,4321,224587,0.98076024,3600.321,198820,11.47305944
Tardinessflowshop,CPLEX_CP,Eva,379,150,10,4107,219050,0.981250856,3600.227,187861,14.23830176
Tardinessflowshop,CPLEX_CP,Eva,380,150,10,14121,220128,0.935850959,3600.624,197518,10.2712967
Tardinessflowshop,CPLEX_CP,Eva,381,150,30,65714,418890,0.843123493,3600.445,356891,14.80078302
Tardinessflowshop,CPLEX_CP,Eva,382,150,30,48278,388202,0.875636911,3600.622,328975,15.25674778
Tardinessflowshop,CPLEX_CP,Eva,383,150,30,82648,421759,0.804039748,3600.484,365815,13.26444723
Tardinessflowshop,CPLEX_CP,Eva,384,150,30,66899,405462,0.8350055,3600.451,349406,13.82521667
Tardinessflowshop,CPLEX_CP,Eva,385,150,30,69219,422948,0.836341583,3600.456,341725,19.20401562
Tardinessflowshop,CPLEX_CP,Eva,386,150,50,239430,605423,0.60452444,3600.775,499624,17.4752198
Tardinessflowshop,CPLEX_CP,Eva,387,150,50,192526,602171,0.680280186,3600.678,513227,14.77055521
Tardinessflowshop,CPLEX_CP,Eva,388,150,50,172419,619925,0.721871194,3600.858,518650,16.33665363
Tardinessflowshop,CPLEX_CP,Eva,389,150,50,178672,618893,0.711303893,3600.755,517772,16.33901175
Tardinessflowshop,CPLEX_CP,Eva,390,150,50,186078,628862,0.704103603,3600.684,532318,15.35217584
Tardinessflowshop,CPLEX_CP,Eva,391,250,10,6749,546894,0.9876594,3600.301,489298,10.53147411
Tardinessflowshop,CPLEX_CP,Eva,392,250,10,7030,590103,0.988086826,3600.344,483642,18.04108774
Tardinessflowshop,CPLEX_CP,Eva,393,250,10,6982,601462,0.988391619,3600.448,505338,15.98172453
Tardinessflowshop,CPLEX_CP,Eva,394,250,10,6935,573785,0.987913591,3600.37,482759,15.86413029
Tardinessflowshop,CPLEX_CP,Eva,395,250,10,6955,576483,0.987935464,3600.336,501651,12.98078174
Tardinessflowshop,CPLEX_CP,Eva,396,250,30,49962,1018630,0.950951769,3600.741,784719,22.96329384
Tardinessflowshop,CPLEX_CP,Eva,397,250,30,61763,1059340,0.941696717,3600.871,810490,23.49104159
Tardinessflowshop,CPLEX_CP,Eva,398,250,30,87727,964228,0.909018406,3600.701,797310,17.31105091
Tardinessflowshop,CPLEX_CP,Eva,399,250,30,42581,1002690,0.957533236,3600.747,805811,19.63508163
Tardinessflowshop,CPLEX_CP,Eva,400,250,30,74452,1022780,0.927206242,3600.913,818537,19.96939713
Tardinessflowshop,CPLEX_CP,Eva,401,250,50,213645,1400940,0.847498822,3601.49,1087890,22.34571074
Tardinessflowshop,CPLEX_CP,Eva,402,250,50,215065,1432760,0.849894609,3601.103,1117300,22.01764427
Tardinessflowshop,CPLEX_CP,Eva,403,250,50,239970,1332890,0.819962638,3601.549,1067436,19.91567196
Tardinessflowshop,CPLEX_CP,Eva,404,250,50,221252,1374020,0.838974687,3601.104,1045006,23.94535742
Tardinessflowshop,CPLEX_CP,Eva,405,250,50,235730,1461220,0.838675901,3600.888,1110140,24.02649841
Tardinessflowshop,CPLEX_CP,Eva,406,350,10,9505,1100030,0.991359327,3600.484,924816,15.92811105
Tardinessflowshop,CPLEX_CP,Eva,407,350,10,9298,1138030,0.991829741,3600.554,957292,15.88165514
Tardinessflowshop,CPLEX_CP,Eva,408,350,10,9633,1112310,0.991339645,3600.571,931910,16.21850024
Tardinessflowshop,CPLEX_CP,Eva,409,350,10,9454,1060000,0.991081132,3600.514,931997,12.07575472
Tardinessflowshop,CPLEX_CP,Eva,410,350,10,9161,1131100,0.991900805,3600.472,975174,13.7853417
Tardinessflowshop,CPLEX_CP,Eva,411,350,30,10225,1884340,0.994573697,3601.037,1369421,27.32622563
Tardinessflowshop,CPLEX_CP,Eva,412,350,30,10042,1815820,0.994469716,3601.342,1369095,24.60183278
Tardinessflowshop,CPLEX_CP,Eva,413,350,30,9967,1867380,0.994662575,3601.164,1383256,25.92530711
Tardinessflowshop,CPLEX_CP,Eva,414,350,30,20929,1828760,0.988555633,3601.135,1397796,23.56591352
Tardinessflowshop,CPLEX_CP,Eva,415,350,30,10148,1908750,0.994683432,3601.04,1372519,28.09330714
Tardinessflowshop,CPLEX_CP,Eva,416,350,50,220356,2577360,0.914503213,3601.791,1883939,26.90431294
Tardinessflowshop,CPLEX_CP,Eva,417,350,50,196499,2482080,0.92083293,3601.747,1862054,24.98009734
Tardinessflowshop,CPLEX_CP,Eva,418,350,50,288764,2454050,0.882331656,3601.6,1839613,25.03767242
Tardinessflowshop,CPLEX_CP,Eva,419,350,50,221638,2513570,0.911823422,3601.771,1876533,25.34391324
Tardinessflowshop,CPLEX_CP,Eva,420,350,50,228285,2400650,0.904907004,3601.569,1778852,25.90123508
Tardinessflowshop,CPLEX_CP,Eva,421,50,10,11588,31112,0.627539213,3600.161,27668,11.06968372
Tardinessflowshop,CPLEX_CP,Eva,422,50,10,13127,36406,0.639427567,3600.158,32647,10.32522112
Tardinessflowshop,CPLEX_CP,Eva,423,50,10,12196,34223,0.643631476,3600.177,30214,11.71434415
Tardinessflowshop,CPLEX_CP,Eva,424,50,10,18858,44134,0.572710382,3600.164,40238,8.827661214
Tardinessflowshop,CPLEX_CP,Eva,425,50,10,11089,36976,0.700102769,3600.137,33420,9.617048897
Tardinessflowshop,CPLEX_CP,Eva,426,50,30,45752,87571,0.477543936,3600.178,80428,8.156809903
Tardinessflowshop,CPLEX_CP,Eva,427,50,30,37124,82907,0.552221163,3600.265,76770,7.402270013
Tardinessflowshop,CPLEX_CP,Eva,428,50,30,43125,85425,0.495171203,3600.226,78469,8.142815335
Tardinessflowshop,CPLEX_CP,Eva,429,50,30,46162,87446,0.472108501,3600.207,82515,5.638908584
Tardinessflowshop,CPLEX_CP,Eva,430,50,30,41489,82089,0.494585145,3600.24,74311,9.475081923
Tardinessflowshop,CPLEX_CP,Eva,431,50,50,86265,140770,0.387191873,3600.37,131619,6.50067486
Tardinessflowshop,CPLEX_CP,Eva,432,50,50,81715,135175,0.395487331,3600.428,125154,7.413353061
Tardinessflowshop,CPLEX_CP,Eva,433,50,50,81939,136305,0.398855508,3600.335,126743,7.015149848
Tardinessflowshop,CPLEX_CP,Eva,434,50,50,68796,128378,0.464113789,3600.353,117985,8.095623861
Tardinessflowshop,CPLEX_CP,Eva,435,50,50,79507,138292,0.425078819,3600.335,128502,7.079223672
Tardinessflowshop,CPLEX_CP,Eva,436,150,10,5293,211475,0.974971037,3600.175,176923,16.3385743
Tardinessflowshop,CPLEX_CP,Eva,437,150,10,2726,155438,0.982462461,3600.249,137061,11.82272031
Tardinessflowshop,CPLEX_CP,Eva,438,150,10,2709,167053,0.98378359,3600.184,144620,13.42867234
Tardinessflowshop,CPLEX_CP,Eva,439,150,10,8618,216083,0.960117177,3600.222,188372,12.82423883
Tardinessflowshop,CPLEX_CP,Eva,440,150,10,5172,211317,0.975524922,3600.279,181870,13.93498867
Tardinessflowshop,CPLEX_CP,Eva,441,150,30,85611,428106,0.800023826,3600.538,345174,19.37183782
Tardinessflowshop,CPLEX_CP,Eva,442,150,30,86191,435132,0.801919877,3600.525,358141,17.69371133
Tardinessflowshop,CPLEX_CP,Eva,443,150,30,64580,414404,0.844161736,3600.527,342539,17.34177276
Tardinessflowshop,CPLEX_CP,Eva,444,150,30,85167,416771,0.795650369,3600.405,349697,16.09373013
Tardinessflowshop,CPLEX_CP,Eva,445,150,30,64823,420032,0.845671282,3600.497,340045,19.04307291
Tardinessflowshop,CPLEX_CP,Eva,446,150,50,150947,601839,0.749190398,3600.781,495977,17.58975407
Tardinessflowshop,CPLEX_CP,Eva,447,150,50,158066,603368,0.738027207,3600.678,507418,15.90240119
Tardinessflowshop,CPLEX_CP,Eva,448,150,50,173172,625210,0.723017866,3600.904,524541,16.10162985
Tardinessflowshop,CPLEX_CP,Eva,449,150,50,174374,607414,0.712923969,3600.732,514786,15.24956619
Tardinessflowshop,CPLEX_CP,Eva,450,150,50,163412,597937,0.726706994,3600.983,507879,15.06145296
Tardinessflowshop,CPLEX_CP,Eva,451,250,10,4348,480558,0.990952185,3600.325,387193,19.42845609
Tardinessflowshop,CPLEX_CP,Eva,452,250,10,4456,389967,0.988573392,3600.362,317428,18.60131755
Tardinessflowshop,CPLEX_CP,Eva,453,250,10,4288,488980,0.991230725,3600.443,390123,20.21698229
Tardinessflowshop,CPLEX_CP,Eva,454,250,10,4235,403635,0.989507847,3600.381,344364,14.68430637
Tardinessflowshop,CPLEX_CP,Eva,455,250,10,4144,423377,0.990212033,3600.373,310764,26.59875241
Tardinessflowshop,CPLEX_CP,Eva,456,250,30,83530,886740,0.905801024,3600.974,715528,19.30802716
Tardinessflowshop,CPLEX_CP,Eva,457,250,30,91656,1032140,0.911198093,3600.826,794283,23.04503265
Tardinessflowshop,CPLEX_CP,Eva,458,250,30,103628,1068840,0.903046293,3600.964,813901,23.85193294
Tardinessflowshop,CPLEX_CP,Eva,459,250,30,145052,1060420,0.863212689,3601.155,817797,22.87989664
Tardinessflowshop,CPLEX_CP,Eva,460,250,30,46490,972766,0.952208445,3600.583,747881,23.11809829
Tardinessflowshop,CPLEX_CP,Eva,461,250,50,198885,1356420,0.853375061,3601.101,1058521,21.96215037
Tardinessflowshop,CPLEX_CP,Eva,462,250,50,287732,1403800,0.795033481,3601.613,1098793,21.72724035
Tardinessflowshop,CPLEX_CP,Eva,463,250,50,260498,1409840,0.815228678,3601.261,1103502,21.72856494
Tardinessflowshop,CPLEX_CP,Eva,464,250,50,239505,1361830,0.824130031,3601.089,1058493,22.27421925
Tardinessflowshop,CPLEX_CP,Eva,465,250,50,234126,1346180,0.826081208,3601.299,1066712,20.76007666
Tardinessflowshop,CPLEX_CP,Eva,466,350,10,5770,953999,0.993951776,3600.488,759394,20.39886834
Tardinessflowshop,CPLEX_CP,Eva,467,350,10,5704,871223,0.993452882,3600.574,690758,20.71398482
Tardinessflowshop,CPLEX_CP,Eva,468,350,10,5912,942312,0.993726069,3600.535,740812,21.38357572
Tardinessflowshop,CPLEX_CP,Eva,469,350,10,5862,906136,0.993530772,3600.453,756984,16.46022231
Tardinessflowshop,CPLEX_CP,Eva,470,350,10,5924,900596,0.993422134,3600.457,661582,26.53953604
Tardinessflowshop,CPLEX_CP,Eva,471,350,30,61415,1806220,0.965998051,3600.936,1332992,26.1999092
Tardinessflowshop,CPLEX_CP,Eva,472,350,30,6079,1710630,0.996446338,3601.018,1317274,22.99480308
Tardinessflowshop,CPLEX_CP,Eva,473,350,30,6131,1664960,0.996317629,3600.951,1251790,24.81561119
Tardinessflowshop,CPLEX_CP,Eva,474,350,30,6361,1829510,0.996523113,3601.076,1311439,28.31747298
Tardinessflowshop,CPLEX_CP,Eva,475,350,30,124002,1799290,0.931082816,3601.641,1284889,28.58911015
Tardinessflowshop,CPLEX_CP,Eva,476,350,50,187290,2389020,0.921603838,3601.592,1808238,24.3104704
Tardinessflowshop,CPLEX_CP,Eva,477,350,50,228973,2341890,0.902227261,3601.949,1763789,24.68523287
Tardinessflowshop,CPLEX_CP,Eva,478,350,50,172448,2366950,0.92714337,3601.803,1758572,25.70303555
Tardinessflowshop,CPLEX_CP,Eva,479,350,50,133578,2314210,0.942279223,3601.705,1753328,24.2364349
Tardinessflowshop,CPLEX_CP,Eva,480,350,50,227058,2347100,0.903260193,3601.506,1751723,25.36649482
Tardinessflowshop,CPLEX_CP,Eva,481,50,10,2793,26165,0.893254347,3600.145,22426,14.29008217
Tardinessflowshop,CPLEX_CP,Eva,482,50,10,2476,26059,0.904984842,3600.171,22881,12.19540274
Tardinessflowshop,CPLEX_CP,Eva,483,50,10,9973,29451,0.661369733,3600.128,27311,7.266306747
Tardinessflowshop,CPLEX_CP,Eva,484,50,10,2204,18968,0.883804302,3600.116,17034,10.19611978
Tardinessflowshop,CPLEX_CP,Eva,485,50,10,1563,24531,0.936284701,3600.108,22361,8.845950022
Tardinessflowshop,CPLEX_CP,Eva,486,50,30,35541,85010,0.581919774,3600.246,77800,8.481355135
Tardinessflowshop,CPLEX_CP,Eva,487,50,30,27816,73085,0.619402066,3600.218,67504,7.636313881
Tardinessflowshop,CPLEX_CP,Eva,488,50,30,32775,74410,0.559535009,3600.248,68602,7.8054025
Tardinessflowshop,CPLEX_CP,Eva,489,50,30,27621,75821,0.635707785,3600.216,70018,7.653552446
Tardinessflowshop,CPLEX_CP,Eva,490,50,30,36722,72455,0.493175074,3600.302,66641,8.024290939
Tardinessflowshop,CPLEX_CP,Eva,491,50,50,61373,114282,0.462968796,3600.364,105990,7.255735811
Tardinessflowshop,CPLEX_CP,Eva,492,50,50,52874,108995,0.514895179,3600.315,99138,9.043534107
Tardinessflowshop,CPLEX_CP,Eva,493,50,50,59353,120027,0.505502929,3600.227,112448,6.314412591
Tardinessflowshop,CPLEX_CP,Eva,494,50,50,69685,125948,0.446716105,3600.328,117128,7.002890082
Tardinessflowshop,CPLEX_CP,Eva,495,50,50,37594,98637,0.618865132,3600.254,90722,8.024372193
Tardinessflowshop,CPLEX_CP,Eva,496,150,10,4370,121969,0.964171224,3600.23,96603,20.79708778
Tardinessflowshop,CPLEX_CP,Eva,497,150,10,3836,108359,0.964599157,3600.258,87220,19.50830111
Tardinessflowshop,CPLEX_CP,Eva,498,150,10,3097,142396,0.978250794,3600.263,110971,22.06873789
Tardinessflowshop,CPLEX_CP,Eva,499,150,10,4280,106249,0.959717268,3600.288,89508,15.75638359
Tardinessflowshop,CPLEX_CP,Eva,500,150,10,2882,129039,0.977665667,3600.296,98851,23.39447764
Tardinessflowshop,CPLEX_CP,Eva,501,150,30,16836,354885,0.95255928,3600.545,285181,19.64129225
Tardinessflowshop,CPLEX_CP,Eva,502,150,30,55659,381892,0.854254606,3600.596,315136,17.48033475
Tardinessflowshop,CPLEX_CP,Eva,503,150,30,22900,359326,0.936269571,3600.545,294690,17.98812221
Tardinessflowshop,CPLEX_CP,Eva,504,150,30,19918,348752,0.942887783,3600.748,279912,19.7389549
Tardinessflowshop,CPLEX_CP,Eva,505,150,30,25045,371441,0.93257341,3600.551,307213,17.29157524
Tardinessflowshop,CPLEX_CP,Eva,506,150,50,57037,524833,0.891323526,3600.623,420902,19.80268009
Tardinessflowshop,CPLEX_CP,Eva,507,150,50,99815,531498,0.81220061,3600.714,455852,14.23260294
Tardinessflowshop,CPLEX_CP,Eva,508,150,50,147057,589696,0.750622355,3600.904,491726,16.613645
Tardinessflowshop,CPLEX_CP,Eva,509,150,50,130109,561436,0.768256756,3600.912,479596,14.57690636
Tardinessflowshop,CPLEX_CP,Eva,510,150,50,152977,557119,0.72541414,3600.648,467573,16.07304723
Tardinessflowshop,CPLEX_CP,Eva,511,250,10,4450,319412,0.98606815,3600.403,251699,21.19926615
Tardinessflowshop,CPLEX_CP,Eva,512,250,10,5394,252774,0.97866078,3600.255,179731,28.89656373
Tardinessflowshop,CPLEX_CP,Eva,513,250,10,4070,294449,0.986177572,3600.454,211951,28.0177552
Tardinessflowshop,CPLEX_CP,Eva,514,250,10,6585,315500,0.979128368,3600.432,229231,27.34358162
Tardinessflowshop,CPLEX_CP,Eva,515,250,10,4151,323573,0.987171365,3600.309,242516,25.05060682
Tardinessflowshop,CPLEX_CP,Eva,516,250,30,24968,705918,0.964630453,3600.945,519306,26.43536501
Tardinessflowshop,CPLEX_CP,Eva,517,250,30,26745,756373,0.964640462,3600.765,545432,27.88848888
Tardinessflowshop,CPLEX_CP,Eva,518,250,30,18931,787763,0.975968661,3600.667,548091,30.42437891
Tardinessflowshop,CPLEX_CP,Eva,519,250,30,24587,786908,0.968754924,3600.739,588974,25.15338515
Tardinessflowshop,CPLEX_CP,Eva,520,250,30,27160,952729,0.971492418,3600.729,629630,33.91300149
Tardinessflowshop,CPLEX_CP,Eva,521,250,50,44559,1145150,0.96108894,3601.317,811772,29.11216871
Tardinessflowshop,CPLEX_CP,Eva,522,250,50,55610,1129000,0.950744021,3601.142,875634,22.44162976
Tardinessflowshop,CPLEX_CP,Eva,523,250,50,60917,1223340,0.950204359,3601.482,892041,27.08151454
Tardinessflowshop,CPLEX_CP,Eva,524,250,50,50981,1214840,0.958034803,3601.149,893298,26.46784762
Tardinessflowshop,CPLEX_CP,Eva,525,250,50,55514,1059090,0.947583303,3601.645,787802,25.61519795
Tardinessflowshop,CPLEX_CP,Eva,526,350,10,4852,552710,0.991221436,3600.499,401037,27.44169637
Tardinessflowshop,CPLEX_CP,Eva,527,350,10,4135,437431,0.990547081,3600.4,297043,32.09374736
Tardinessflowshop,CPLEX_CP,Eva,528,350,10,6984,793275,0.991195991,3600.453,592948,25.25315937
Tardinessflowshop,CPLEX_CP,Eva,529,350,10,6085,759720,0.99199047,3600.491,523755,31.05946928
Tardinessflowshop,CPLEX_CP,Eva,530,350,10,5032,636589,0.992095371,3600.434,472369,25.79686422
Tardinessflowshop,CPLEX_CP,Eva,531,350,30,25717,1311570,0.980392202,3601.24,878403,33.02660171
Tardinessflowshop,CPLEX_CP,Eva,532,350,30,18564,1313540,0.985867199,3601.198,787191,40.07102943
Tardinessflowshop,CPLEX_CP,Eva,533,350,30,22052,1494230,0.985241897,3601.153,993500,33.51090528
Tardinessflowshop,CPLEX_CP,Eva,534,350,30,29115,1443520,0.979830553,3601.245,958626,33.59108291
Tardinessflowshop,CPLEX_CP,Eva,535,350,30,24384,1468070,0.983390438,3601.241,974785,33.60091821
Tardinessflowshop,CPLEX_CP,Eva,536,350,50,61562,1923940,0.968002121,3601.527,1337761,30.46763413
Tardinessflowshop,CPLEX_CP,Eva,537,350,50,63853,2007750,0.968196738,3602.238,1447044,27.92708256
Tardinessflowshop,CPLEX_CP,Eva,538,350,50,63243,1798850,0.964842538,3602.007,1269079,29.45053784
Tardinessflowshop,CPLEX_CP,Eva,539,350,50,56893,1906210,0.970153866,3601.746,1315529,30.98719449
Tardinessflowshop,CPLEX_CP,Eva,540,350,50,51521,1903970,0.972940225,3601.724,1342715,29.47814304
